token,start,L,phase,gains,status,reject_reasons
TRUE,89,11,3,0,rejected,"slot_conflict(c=5,s=9)|slot_conflict(c=0,s=10)|slot_conflict(c=4,s=0)|slot_conflict(c=2,s=1)"
TRUE,90,11,3,0,rejected,"slot_conflict(c=0,s=10)|slot_conflict(c=2,s=1)|slot_conflict(c=3,s=2)"
TRUE,91,11,3,0,rejected,"slot_conflict(c=4,s=0)|slot_conflict(c=2,s=1)|slot_conflict(c=3,s=2)"
TRUE,92,11,3,0,rejected,"slot_conflict(c=2,s=1)|slot_conflict(c=3,s=2)|slot_conflict(c=1,s=3)|slot_conflict(c=5,s=4)"
TRUE,93,11,3,0,rejected,"slot_conflict(c=3,s=2)|slot_conflict(c=1,s=3)|slot_conflict(c=0,s=5)"
TRUE,0,11,4,0,rejected,"slot_conflict(c=0,s=7)|slot_conflict(c=4,s=8)|slot_conflict(c=2,s=9)|slot_conflict(c=3,s=10)"
TRUE,1,11,4,0,rejected,"slot_conflict(c=4,s=8)|slot_conflict(c=2,s=9)|slot_conflict(c=3,s=10)|slot_conflict(c=1,s=0)"
TRUE,2,11,4,0,rejected,"slot_conflict(c=2,s=9)|optionA_violation@3|optionA_violation@4|slot_conflict(c=5,s=1)"
TRUE,3,11,4,0,rejected,"slot_conflict(c=3,s=10)|slot_conflict(c=1,s=0)|slot_conflict(c=5,s=1)|slot_conflict(c=0,s=2)"
TRUE,4,11,4,0,rejected,"slot_conflict(c=1,s=0)|slot_conflict(c=5,s=1)|slot_conflict(c=0,s=2)|slot_conflict(c=4,s=3)"
TRUE,5,11,4,0,rejected,"slot_conflict(c=5,s=1)|slot_conflict(c=0,s=2)|slot_conflict(c=4,s=3)"
TRUE,6,11,4,0,rejected,"slot_conflict(c=0,s=2)|slot_conflict(c=4,s=3)"
TRUE,7,11,4,0,rejected,"slot_conflict(c=4,s=3)"
TRUE,8,11,4,0,rejected,optionA_violation@10
TRUE,9,11,4,26,accepted,none
TRUE,10,11,4,26,accepted,none
TRUE,11,11,4,26,accepted,none
TRUE,12,11,4,26,accepted,none
TRUE,13,11,4,26,accepted,none
TRUE,14,11,4,26,accepted,none
TRUE,15,11,4,26,accepted,none
TRUE,16,11,4,26,accepted,none
TRUE,17,11,4,26,accepted,none
TRUE,18,11,4,24,accepted,none
TRUE,19,11,4,0,rejected,anchor_mismatch@21|anchor_mismatch@22
TRUE,20,11,4,0,rejected,anchor_mismatch@21|anchor_mismatch@22|anchor_mismatch@23
TRUE,21,11,4,0,rejected,anchor_mismatch@21|anchor_mismatch@22|anchor_mismatch@23|anchor_mismatch@24
TRUE,22,11,4,0,rejected,anchor_mismatch@22|anchor_mismatch@23|anchor_mismatch@24|anchor_mismatch@25
TRUE,23,11,4,0,rejected,anchor_mismatch@23|anchor_mismatch@24|anchor_mismatch@25|anchor_mismatch@26
TRUE,24,11,4,0,rejected,anchor_mismatch@25|anchor_mismatch@26|anchor_mismatch@27
TRUE,25,11,4,0,rejected,anchor_mismatch@25|anchor_mismatch@26|anchor_mismatch@27|anchor_mismatch@28
TRUE,26,11,4,0,rejected,anchor_mismatch@26|anchor_mismatch@28|anchor_mismatch@29
TRUE,27,11,4,0,rejected,anchor_mismatch@27|anchor_mismatch@28|anchor_mismatch@29
TRUE,28,11,4,0,rejected,anchor_mismatch@29|anchor_mismatch@30|anchor_mismatch@31
TRUE,29,11,4,0,rejected,anchor_mismatch@29|anchor_mismatch@30|anchor_mismatch@31|anchor_mismatch@32
TRUE,30,11,4,0,rejected,anchor_mismatch@30|anchor_mismatch@31|anchor_mismatch@32|anchor_mismatch@33
TRUE,31,11,4,0,rejected,anchor_mismatch@31|anchor_mismatch@32|anchor_mismatch@33
TRUE,32,11,4,0,rejected,anchor_mismatch@32|anchor_mismatch@33
TRUE,33,11,4,21,accepted,none
TRUE,34,11,4,22,accepted,none
TRUE,35,11,4,0,rejected,optionA_violation@35
TRUE,36,11,4,22,accepted,none
TRUE,37,11,4,22,accepted,none
TRUE,38,11,4,22,accepted,none
TRUE,39,11,4,22,accepted,none
TRUE,40,11,4,22,accepted,none
TRUE,41,11,4,22,accepted,none
TRUE,42,11,4,22,accepted,none
TRUE,43,11,4,22,accepted,none
TRUE,44,11,4,22,accepted,none
TRUE,45,11,4,22,accepted,none
TRUE,46,11,4,22,accepted,none
TRUE,47,11,4,22,accepted,none
TRUE,48,11,4,22,accepted,none
TRUE,49,11,4,22,accepted,none
TRUE,50,11,4,22,accepted,none
TRUE,51,11,4,22,accepted,none
TRUE,52,11,4,22,accepted,none
TRUE,53,11,4,22,accepted,none
TRUE,54,11,4,22,accepted,none
TRUE,55,11,4,22,accepted,none
TRUE,56,11,4,22,accepted,none
TRUE,57,11,4,22,accepted,none
TRUE,58,11,4,22,accepted,none
TRUE,59,11,4,22,accepted,none
TRUE,60,11,4,0,rejected,anchor_mismatch@63
TRUE,61,11,4,0,rejected,anchor_mismatch@63
TRUE,62,11,4,0,rejected,anchor_mismatch@63|anchor_mismatch@64|anchor_mismatch@65
TRUE,63,11,4,0,rejected,anchor_mismatch@63|anchor_mismatch@64|anchor_mismatch@65|anchor_mismatch@66
TRUE,64,11,4,0,rejected,anchor_mismatch@64|anchor_mismatch@66|anchor_mismatch@67
TRUE,65,11,4,0,rejected,anchor_mismatch@65|anchor_mismatch@66|anchor_mismatch@67|anchor_mismatch@68
TRUE,66,11,4,0,rejected,anchor_mismatch@66|anchor_mismatch@67|anchor_mismatch@68|anchor_mismatch@69
TRUE,67,11,4,0,rejected,anchor_mismatch@67|anchor_mismatch@68|anchor_mismatch@69|anchor_mismatch@70
TRUE,68,11,4,0,rejected,anchor_mismatch@68|anchor_mismatch@69|anchor_mismatch@70|anchor_mismatch@71
TRUE,69,11,4,0,rejected,anchor_mismatch@69|anchor_mismatch@70|anchor_mismatch@71|anchor_mismatch@72
TRUE,70,11,4,0,rejected,anchor_mismatch@70|anchor_mismatch@71|anchor_mismatch@72|anchor_mismatch@73
TRUE,71,11,4,0,rejected,anchor_mismatch@71|anchor_mismatch@72|anchor_mismatch@73
TRUE,72,11,4,0,rejected,anchor_mismatch@72|anchor_mismatch@73
TRUE,73,11,4,0,rejected,anchor_mismatch@73
TRUE,74,11,4,26,accepted,none
TRUE,75,11,4,26,accepted,none
TRUE,76,11,4,26,accepted,none
TRUE,77,11,4,26,accepted,none
TRUE,78,11,4,26,accepted,none
TRUE,79,11,4,26,accepted,none
TRUE,80,11,4,26,accepted,none
TRUE,81,11,4,26,accepted,none
TRUE,82,11,4,26,accepted,none
TRUE,83,11,4,26,accepted,none
TRUE,84,11,4,0,rejected,"slot_conflict(c=3,s=6)"
TRUE,85,11,4,0,rejected,"optionA_violation@87|slot_conflict(c=1,s=7)"
TRUE,86,11,4,0,rejected,"slot_conflict(c=3,s=6)|slot_conflict(c=1,s=7)|slot_conflict(c=5,s=8)"
TRUE,87,11,4,0,rejected,"slot_conflict(c=1,s=7)|optionA_violation@89|slot_conflict(c=0,s=9)"
TRUE,88,11,4,0,rejected,"slot_conflict(c=1,s=7)|slot_conflict(c=5,s=8)|slot_conflict(c=0,s=9)|slot_conflict(c=4,s=10)"
TRUE,89,11,4,0,rejected,"slot_conflict(c=5,s=8)|slot_conflict(c=0,s=9)|slot_conflict(c=4,s=10)|slot_conflict(c=2,s=0)"
TRUE,90,11,4,0,rejected,"slot_conflict(c=0,s=9)|slot_conflict(c=2,s=0)|slot_conflict(c=3,s=1)"
TRUE,91,11,4,0,rejected,"slot_conflict(c=4,s=10)|slot_conflict(c=2,s=0)|slot_conflict(c=3,s=1)"
TRUE,92,11,4,0,rejected,"slot_conflict(c=2,s=0)|slot_conflict(c=3,s=1)|slot_conflict(c=1,s=2)|slot_conflict(c=5,s=3)"
TRUE,93,11,4,0,rejected,"slot_conflict(c=3,s=1)|slot_conflict(c=1,s=2)|slot_conflict(c=0,s=4)"
TRUE,0,11,5,0,rejected,"slot_conflict(c=0,s=6)|slot_conflict(c=4,s=7)|slot_conflict(c=2,s=8)|slot_conflict(c=3,s=9)"
TRUE,1,11,5,0,rejected,"slot_conflict(c=4,s=7)|slot_conflict(c=2,s=8)|slot_conflict(c=3,s=9)|slot_conflict(c=1,s=10)"
TRUE,2,11,5,0,rejected,"slot_conflict(c=2,s=8)|optionA_violation@3|optionA_violation@4|slot_conflict(c=5,s=0)"
TRUE,3,11,5,0,rejected,"slot_conflict(c=3,s=9)|slot_conflict(c=1,s=10)|slot_conflict(c=5,s=0)|slot_conflict(c=0,s=1)"
TRUE,4,11,5,0,rejected,"slot_conflict(c=1,s=10)|slot_conflict(c=5,s=0)|slot_conflict(c=0,s=1)|slot_conflict(c=4,s=2)"
TRUE,5,11,5,0,rejected,"slot_conflict(c=5,s=0)|slot_conflict(c=0,s=1)|slot_conflict(c=4,s=2)"
TRUE,6,11,5,0,rejected,"slot_conflict(c=0,s=1)|slot_conflict(c=4,s=2)"
TRUE,7,11,5,0,rejected,"slot_conflict(c=4,s=2)"
TRUE,8,11,5,0,rejected,optionA_violation@10
TRUE,9,11,5,26,accepted,none
TRUE,10,11,5,26,accepted,none
TRUE,11,11,5,26,accepted,none
TRUE,12,11,5,26,accepted,none
TRUE,13,11,5,26,accepted,none
TRUE,14,11,5,26,accepted,none
TRUE,15,11,5,26,accepted,none
TRUE,16,11,5,26,accepted,none
TRUE,17,11,5,26,accepted,none
TRUE,18,11,5,24,accepted,none
TRUE,19,11,5,0,rejected,anchor_mismatch@21|anchor_mismatch@22
TRUE,20,11,5,0,rejected,anchor_mismatch@21|anchor_mismatch@22|anchor_mismatch@23
TRUE,21,11,5,0,rejected,anchor_mismatch@21|anchor_mismatch@22|anchor_mismatch@23|anchor_mismatch@24
TRUE,22,11,5,0,rejected,anchor_mismatch@22|anchor_mismatch@23|anchor_mismatch@24|anchor_mismatch@25
TRUE,23,11,5,0,rejected,anchor_mismatch@23|anchor_mismatch@24|anchor_mismatch@25|anchor_mismatch@26
TRUE,24,11,5,0,rejected,anchor_mismatch@25|anchor_mismatch@26|anchor_mismatch@27
TRUE,25,11,5,0,rejected,anchor_mismatch@25|anchor_mismatch@26|anchor_mismatch@27|anchor_mismatch@28
TRUE,26,11,5,0,rejected,anchor_mismatch@26|anchor_mismatch@28|anchor_mismatch@29
TRUE,27,11,5,0,rejected,anchor_mismatch@27|anchor_mismatch@28|anchor_mismatch@29
TRUE,28,11,5,0,rejected,anchor_mismatch@29|anchor_mismatch@30|anchor_mismatch@31
TRUE,29,11,5,0,rejected,anchor_mismatch@29|anchor_mismatch@30|anchor_mismatch@31|anchor_mismatch@32
TRUE,30,11,5,0,rejected,anchor_mismatch@30|anchor_mismatch@31|anchor_mismatch@32|anchor_mismatch@33
TRUE,31,11,5,0,rejected,anchor_mismatch@31|anchor_mismatch@32|anchor_mismatch@33
TRUE,32,11,5,0,rejected,anchor_mismatch@32|anchor_mismatch@33
TRUE,33,11,5,21,accepted,none
TRUE,34,11,5,22,accepted,none
TRUE,35,11,5,0,rejected,optionA_violation@35
TRUE,36,11,5,22,accepted,none
TRUE,37,11,5,22,accepted,none
TRUE,38,11,5,22,accepted,none
TRUE,39,11,5,22,accepted,none
TRUE,40,11,5,22,accepted,none
TRUE,41,11,5,22,accepted,none
TRUE,42,11,5,22,accepted,none
TRUE,43,11,5,22,accepted,none
TRUE,44,11,5,22,accepted,none
TRUE,45,11,5,22,accepted,none
TRUE,46,11,5,22,accepted,none
TRUE,47,11,5,22,accepted,none
TRUE,48,11,5,22,accepted,none
TRUE,49,11,5,22,accepted,none
TRUE,50,11,5,22,accepted,none
TRUE,51,11,5,22,accepted,none
TRUE,52,11,5,22,accepted,none
TRUE,53,11,5,22,accepted,none
TRUE,54,11,5,22,accepted,none
TRUE,55,11,5,22,accepted,none
TRUE,56,11,5,22,accepted,none
TRUE,57,11,5,22,accepted,none
TRUE,58,11,5,22,accepted,none
TRUE,59,11,5,22,accepted,none
TRUE,60,11,5,0,rejected,anchor_mismatch@63
TRUE,61,11,5,0,rejected,anchor_mismatch@63
TRUE,62,11,5,0,rejected,anchor_mismatch@63|anchor_mismatch@64|anchor_mismatch@65
TRUE,63,11,5,0,rejected,anchor_mismatch@63|anchor_mismatch@64|anchor_mismatch@65|anchor_mismatch@66
TRUE,64,11,5,0,rejected,anchor_mismatch@64|anchor_mismatch@66|anchor_mismatch@67
TRUE,65,11,5,0,rejected,anchor_mismatch@65|anchor_mismatch@66|anchor_mismatch@67|anchor_mismatch@68
TRUE,66,11,5,0,rejected,anchor_mismatch@66|anchor_mismatch@67|anchor_mismatch@68|anchor_mismatch@69
TRUE,67,11,5,0,rejected,anchor_mismatch@67|anchor_mismatch@68|anchor_mismatch@69|anchor_mismatch@70
TRUE,68,11,5,0,rejected,anchor_mismatch@68|anchor_mismatch@69|anchor_mismatch@70|anchor_mismatch@71
TRUE,69,11,5,0,rejected,anchor_mismatch@69|anchor_mismatch@70|anchor_mismatch@71|anchor_mismatch@72
TRUE,70,11,5,0,rejected,anchor_mismatch@70|anchor_mismatch@71|anchor_mismatch@72|anchor_mismatch@73
TRUE,71,11,5,0,rejected,anchor_mismatch@71|anchor_mismatch@72|anchor_mismatch@73
TRUE,72,11,5,0,rejected,anchor_mismatch@72|anchor_mismatch@73
TRUE,73,11,5,0,rejected,anchor_mismatch@73
TRUE,74,11,5,26,accepted,none
TRUE,75,11,5,26,accepted,none
TRUE,76,11,5,26,accepted,none
TRUE,77,11,5,26,accepted,none
TRUE,78,11,5,26,accepted,none
TRUE,79,11,5,26,accepted,none
TRUE,80,11,5,26,accepted,none
TRUE,81,11,5,26,accepted,none
TRUE,82,11,5,26,accepted,none
TRUE,83,11,5,26,accepted,none
TRUE,84,11,5,0,rejected,"slot_conflict(c=3,s=5)"
TRUE,85,11,5,0,rejected,"optionA_violation@87|slot_conflict(c=1,s=6)"
TRUE,86,11,5,0,rejected,"slot_conflict(c=3,s=5)|slot_conflict(c=1,s=6)|slot_conflict(c=5,s=7)"
TRUE,87,11,5,0,rejected,"slot_conflict(c=1,s=6)|optionA_violation@89|slot_conflict(c=0,s=8)"
TRUE,88,11,5,0,rejected,"slot_conflict(c=1,s=6)|slot_conflict(c=5,s=7)|slot_conflict(c=0,s=8)|slot_conflict(c=4,s=9)"
TRUE,89,11,5,0,rejected,"slot_conflict(c=5,s=7)|slot_conflict(c=0,s=8)|slot_conflict(c=4,s=9)|slot_conflict(c=2,s=10)"
TRUE,90,11,5,0,rejected,"slot_conflict(c=0,s=8)|slot_conflict(c=2,s=10)|slot_conflict(c=3,s=0)"
TRUE,91,11,5,0,rejected,"slot_conflict(c=4,s=9)|slot_conflict(c=2,s=10)|slot_conflict(c=3,s=0)"
TRUE,92,11,5,0,rejected,"slot_conflict(c=2,s=10)|slot_conflict(c=3,s=0)|slot_conflict(c=1,s=1)|slot_conflict(c=5,s=2)"
TRUE,93,11,5,0,rejected,"slot_conflict(c=3,s=0)|slot_conflict(c=1,s=1)|slot_conflict(c=0,s=3)"
TRUE,0,11,6,0,rejected,"slot_conflict(c=0,s=5)|slot_conflict(c=4,s=6)|slot_conflict(c=2,s=7)|slot_conflict(c=3,s=8)"
TRUE,1,11,6,0,rejected,"slot_conflict(c=4,s=6)|slot_conflict(c=2,s=7)|slot_conflict(c=3,s=8)|slot_conflict(c=1,s=9)"
TRUE,2,11,6,0,rejected,"slot_conflict(c=2,s=7)|optionA_violation@3|optionA_violation@4|slot_conflict(c=5,s=10)"
TRUE,3,11,6,0,rejected,"slot_conflict(c=3,s=8)|slot_conflict(c=1,s=9)|slot_conflict(c=5,s=10)|slot_conflict(c=0,s=0)"
TRUE,4,11,6,0,rejected,"slot_conflict(c=1,s=9)|slot_conflict(c=5,s=10)|slot_conflict(c=0,s=0)|slot_conflict(c=4,s=1)"
TRUE,5,11,6,0,rejected,"slot_conflict(c=5,s=10)|slot_conflict(c=0,s=0)|slot_conflict(c=4,s=1)"
TRUE,6,11,6,0,rejected,"slot_conflict(c=0,s=0)|slot_conflict(c=4,s=1)"
TRUE,7,11,6,0,rejected,"slot_conflict(c=4,s=1)"
TRUE,8,11,6,0,rejected,optionA_violation@10
TRUE,9,11,6,26,accepted,none
TRUE,10,11,6,26,accepted,none
TRUE,11,11,6,26,accepted,none
TRUE,12,11,6,26,accepted,none
TRUE,13,11,6,26,accepted,none
TRUE,14,11,6,26,accepted,none
TRUE,15,11,6,26,accepted,none
TRUE,16,11,6,26,accepted,none
TRUE,17,11,6,26,accepted,none
TRUE,18,11,6,24,accepted,none
TRUE,19,11,6,0,rejected,anchor_mismatch@21|anchor_mismatch@22
TRUE,20,11,6,0,rejected,anchor_mismatch@21|anchor_mismatch@22|anchor_mismatch@23
TRUE,21,11,6,0,rejected,anchor_mismatch@21|anchor_mismatch@22|anchor_mismatch@23|anchor_mismatch@24
TRUE,22,11,6,0,rejected,anchor_mismatch@22|anchor_mismatch@23|anchor_mismatch@24|anchor_mismatch@25
TRUE,23,11,6,0,rejected,anchor_mismatch@23|anchor_mismatch@24|anchor_mismatch@25|anchor_mismatch@26
TRUE,24,11,6,0,rejected,anchor_mismatch@25|anchor_mismatch@26|anchor_mismatch@27
TRUE,25,11,6,0,rejected,anchor_mismatch@25|anchor_mismatch@26|anchor_mismatch@27|anchor_mismatch@28
TRUE,26,11,6,0,rejected,anchor_mismatch@26|anchor_mismatch@28|anchor_mismatch@29
TRUE,27,11,6,0,rejected,anchor_mismatch@27|anchor_mismatch@28|anchor_mismatch@29
TRUE,28,11,6,0,rejected,anchor_mismatch@29|anchor_mismatch@30|anchor_mismatch@31
TRUE,29,11,6,0,rejected,anchor_mismatch@29|anchor_mismatch@30|anchor_mismatch@31|anchor_mismatch@32
TRUE,30,11,6,0,rejected,anchor_mismatch@30|anchor_mismatch@31|anchor_mismatch@32|anchor_mismatch@33
TRUE,31,11,6,0,rejected,anchor_mismatch@31|anchor_mismatch@32|anchor_mismatch@33
TRUE,32,11,6,0,rejected,anchor_mismatch@32|anchor_mismatch@33
TRUE,33,11,6,21,accepted,none
TRUE,34,11,6,22,accepted,none
TRUE,35,11,6,0,rejected,optionA_violation@35
TRUE,36,11,6,22,accepted,none
TRUE,37,11,6,22,accepted,none
TRUE,38,11,6,22,accepted,none
TRUE,39,11,6,22,accepted,none
TRUE,40,11,6,22,accepted,none
TRUE,41,11,6,22,accepted,none
TRUE,42,11,6,22,accepted,none
TRUE,43,11,6,22,accepted,none
TRUE,44,11,6,22,accepted,none
TRUE,45,11,6,22,accepted,none
TRUE,46,11,6,22,accepted,none
TRUE,47,11,6,22,accepted,none
TRUE,48,11,6,22,accepted,none
TRUE,49,11,6,22,accepted,none
TRUE,50,11,6,22,accepted,none
TRUE,51,11,6,22,accepted,none
TRUE,52,11,6,22,accepted,none
TRUE,53,11,6,22,accepted,none
TRUE,54,11,6,22,accepted,none
TRUE,55,11,6,22,accepted,none
TRUE,56,11,6,22,accepted,none
TRUE,57,11,6,22,accepted,none
TRUE,58,11,6,22,accepted,none
TRUE,59,11,6,22,accepted,none
TRUE,60,11,6,0,rejected,anchor_mismatch@63
TRUE,61,11,6,0,rejected,anchor_mismatch@63
TRUE,62,11,6,0,rejected,anchor_mismatch@63|anchor_mismatch@64|anchor_mismatch@65
TRUE,63,11,6,0,rejected,anchor_mismatch@63|anchor_mismatch@64|anchor_mismatch@65|anchor_mismatch@66
TRUE,64,11,6,0,rejected,anchor_mismatch@64|anchor_mismatch@66|anchor_mismatch@67
TRUE,65,11,6,0,rejected,anchor_mismatch@65|anchor_mismatch@66|anchor_mismatch@67|anchor_mismatch@68
TRUE,66,11,6,0,rejected,anchor_mismatch@66|anchor_mismatch@67|anchor_mismatch@68|anchor_mismatch@69
TRUE,67,11,6,0,rejected,anchor_mismatch@67|anchor_mismatch@68|anchor_mismatch@69|anchor_mismatch@70
TRUE,68,11,6,0,rejected,anchor_mismatch@68|anchor_mismatch@69|anchor_mismatch@70|anchor_mismatch@71
TRUE,69,11,6,0,rejected,anchor_mismatch@69|anchor_mismatch@70|anchor_mismatch@71|anchor_mismatch@72
TRUE,70,11,6,0,rejected,anchor_mismatch@70|anchor_mismatch@71|anchor_mismatch@72|anchor_mismatch@73
TRUE,71,11,6,0,rejected,anchor_mismatch@71|anchor_mismatch@72|anchor_mismatch@73
TRUE,72,11,6,0,rejected,anchor_mismatch@72|anchor_mismatch@73
TRUE,73,11,6,0,rejected,anchor_mismatch@73
TRUE,74,11,6,26,accepted,none
TRUE,75,11,6,26,accepted,none
TRUE,76,11,6,26,accepted,none
TRUE,77,11,6,26,accepted,none
TRUE,78,11,6,26,accepted,none
TRUE,79,11,6,26,accepted,none
TRUE,80,11,6,26,accepted,none
TRUE,81,11,6,26,accepted,none
TRUE,82,11,6,26,accepted,none
TRUE,83,11,6,26,accepted,none
TRUE,84,11,6,0,rejected,"slot_conflict(c=3,s=4)"
TRUE,85,11,6,0,rejected,"optionA_violation@87|slot_conflict(c=1,s=5)"
TRUE,86,11,6,0,rejected,"slot_conflict(c=3,s=4)|slot_conflict(c=1,s=5)|slot_conflict(c=5,s=6)"
TRUE,87,11,6,0,rejected,"slot_conflict(c=1,s=5)|optionA_violation@89|slot_conflict(c=0,s=7)"
TRUE,88,11,6,0,rejected,"slot_conflict(c=1,s=5)|slot_conflict(c=5,s=6)|slot_conflict(c=0,s=7)|slot_conflict(c=4,s=8)"
TRUE,89,11,6,0,rejected,"slot_conflict(c=5,s=6)|slot_conflict(c=0,s=7)|slot_conflict(c=4,s=8)|slot_conflict(c=2,s=9)"
TRUE,90,11,6,0,rejected,"slot_conflict(c=0,s=7)|slot_conflict(c=2,s=9)|slot_conflict(c=3,s=10)"
TRUE,91,11,6,0,rejected,"slot_conflict(c=4,s=8)|slot_conflict(c=2,s=9)|slot_conflict(c=3,s=10)"
TRUE,92,11,6,0,rejected,"slot_conflict(c=2,s=9)|slot_conflict(c=3,s=10)|slot_conflict(c=1,s=0)|slot_conflict(c=5,s=1)"
TRUE,93,11,6,0,rejected,"slot_conflict(c=3,s=10)|slot_conflict(c=1,s=0)|slot_conflict(c=0,s=2)"
TRUE,0,11,7,0,rejected,"slot_conflict(c=0,s=4)|slot_conflict(c=4,s=5)|slot_conflict(c=2,s=6)|slot_conflict(c=3,s=7)"
TRUE,1,11,7,0,rejected,"slot_conflict(c=4,s=5)|slot_conflict(c=2,s=6)|slot_conflict(c=3,s=7)|slot_conflict(c=1,s=8)"
TRUE,2,11,7,0,rejected,"slot_conflict(c=2,s=6)|optionA_violation@3|optionA_violation@4|slot_conflict(c=5,s=9)"
TRUE,3,11,7,0,rejected,"slot_conflict(c=3,s=7)|slot_conflict(c=1,s=8)|slot_conflict(c=5,s=9)|slot_conflict(c=0,s=10)"
TRUE,4,11,7,0,rejected,"slot_conflict(c=1,s=8)|slot_conflict(c=5,s=9)|slot_conflict(c=0,s=10)|slot_conflict(c=4,s=0)"
TRUE,5,11,7,0,rejected,"slot_conflict(c=5,s=9)|slot_conflict(c=0,s=10)|slot_conflict(c=4,s=0)"
TRUE,6,11,7,0,rejected,"slot_conflict(c=0,s=10)|slot_conflict(c=4,s=0)"
TRUE,7,11,7,0,rejected,"slot_conflict(c=4,s=0)"
TRUE,8,11,7,0,rejected,optionA_violation@10
TRUE,9,11,7,26,accepted,none
TRUE,10,11,7,26,accepted,none
TRUE,11,11,7,26,accepted,none
TRUE,12,11,7,26,accepted,none
TRUE,13,11,7,26,accepted,none
TRUE,14,11,7,26,accepted,none
TRUE,15,11,7,26,accepted,none
TRUE,16,11,7,26,accepted,none
TRUE,17,11,7,26,accepted,none
TRUE,18,11,7,24,accepted,none
TRUE,19,11,7,0,rejected,anchor_mismatch@21|anchor_mismatch@22
TRUE,20,11,7,0,rejected,anchor_mismatch@21|anchor_mismatch@22|anchor_mismatch@23
TRUE,21,11,7,0,rejected,anchor_mismatch@21|anchor_mismatch@22|anchor_mismatch@23|anchor_mismatch@24
TRUE,22,11,7,0,rejected,anchor_mismatch@22|anchor_mismatch@23|anchor_mismatch@24|anchor_mismatch@25
TRUE,23,11,7,0,rejected,anchor_mismatch@23|anchor_mismatch@24|anchor_mismatch@25|anchor_mismatch@26
TRUE,24,11,7,0,rejected,anchor_mismatch@25|anchor_mismatch@26|anchor_mismatch@27
TRUE,25,11,7,0,rejected,anchor_mismatch@25|anchor_mismatch@26|anchor_mismatch@27|anchor_mismatch@28
TRUE,26,11,7,0,rejected,anchor_mismatch@26|anchor_mismatch@28|anchor_mismatch@29
TRUE,27,11,7,0,rejected,anchor_mismatch@27|anchor_mismatch@28|anchor_mismatch@29
TRUE,28,11,7,0,rejected,anchor_mismatch@29|anchor_mismatch@30|anchor_mismatch@31
TRUE,29,11,7,0,rejected,anchor_mismatch@29|anchor_mismatch@30|anchor_mismatch@31|anchor_mismatch@32
TRUE,30,11,7,0,rejected,anchor_mismatch@30|anchor_mismatch@31|anchor_mismatch@32|anchor_mismatch@33
TRUE,31,11,7,0,rejected,anchor_mismatch@31|anchor_mismatch@32|anchor_mismatch@33
TRUE,32,11,7,0,rejected,anchor_mismatch@32|anchor_mismatch@33
TRUE,33,11,7,21,accepted,none
TRUE,34,11,7,22,accepted,none
TRUE,35,11,7,0,rejected,optionA_violation@35
TRUE,36,11,7,22,accepted,none
TRUE,37,11,7,22,accepted,none
TRUE,38,11,7,22,accepted,none
TRUE,39,11,7,22,accepted,none
TRUE,40,11,7,22,accepted,none
TRUE,41,11,7,22,accepted,none
TRUE,42,11,7,22,accepted,none
TRUE,43,11,7,22,accepted,none
TRUE,44,11,7,22,accepted,none
TRUE,45,11,7,22,accepted,none
TRUE,46,11,7,22,accepted,none
TRUE,47,11,7,22,accepted,none
TRUE,48,11,7,22,accepted,none
TRUE,49,11,7,22,accepted,none
TRUE,50,11,7,22,accepted,none
TRUE,51,11,7,22,accepted,none
TRUE,52,11,7,22,accepted,none
TRUE,53,11,7,22,accepted,none
TRUE,54,11,7,22,accepted,none
TRUE,55,11,7,22,accepted,none
TRUE,56,11,7,22,accepted,none
TRUE,57,11,7,22,accepted,none
TRUE,58,11,7,22,accepted,none
TRUE,59,11,7,22,accepted,none
TRUE,60,11,7,0,rejected,anchor_mismatch@63
TRUE,61,11,7,0,rejected,anchor_mismatch@63
TRUE,62,11,7,0,rejected,anchor_mismatch@63|anchor_mismatch@64|anchor_mismatch@65
TRUE,63,11,7,0,rejected,anchor_mismatch@63|anchor_mismatch@64|anchor_mismatch@65|anchor_mismatch@66
TRUE,64,11,7,0,rejected,anchor_mismatch@64|anchor_mismatch@66|anchor_mismatch@67
TRUE,65,11,7,0,rejected,anchor_mismatch@65|anchor_mismatch@66|anchor_mismatch@67|anchor_mismatch@68
TRUE,66,11,7,0,rejected,anchor_mismatch@66|anchor_mismatch@67|anchor_mismatch@68|anchor_mismatch@69
TRUE,67,11,7,0,rejected,anchor_mismatch@67|anchor_mismatch@68|anchor_mismatch@69|anchor_mismatch@70
TRUE,68,11,7,0,rejected,anchor_mismatch@68|anchor_mismatch@69|anchor_mismatch@70|anchor_mismatch@71
TRUE,69,11,7,0,rejected,anchor_mismatch@69|anchor_mismatch@70|anchor_mismatch@71|anchor_mismatch@72
TRUE,70,11,7,0,rejected,anchor_mismatch@70|anchor_mismatch@71|anchor_mismatch@72|anchor_mismatch@73
TRUE,71,11,7,0,rejected,anchor_mismatch@71|anchor_mismatch@72|anchor_mismatch@73
TRUE,72,11,7,0,rejected,anchor_mismatch@72|anchor_mismatch@73
TRUE,73,11,7,0,rejected,anchor_mismatch@73
TRUE,74,11,7,26,accepted,none
TRUE,75,11,7,26,accepted,none
TRUE,76,11,7,26,accepted,none
TRUE,77,11,7,26,accepted,none
TRUE,78,11,7,26,accepted,none
TRUE,79,11,7,26,accepted,none
TRUE,80,11,7,26,accepted,none
